"","top_hit","gene_id","length.x","evalue","bitscore","simMean","uniprotkb_entry","status","protein_names","gene_names","organism","kegg","GO.ID","GO_terms"
"9080","RMX50525.1","TRINITY_DN12586_c0_g1_i1",117,1.3e-39,174.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9081","RMX50528.1","TRINITY_DN32185_c0_g1_i1",128,7.1e-60,241.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9082","RMX50532.1","TRINITY_DN25005_c0_g2_i1",125,1.9e-55,226.1,97.6,NA,NA,NA,NA,NA,NA,"F:GO:0046983; C:GO:0005886; C:GO:0016021;NA","F:protein dimerization activity; C:plasma membrane; C:integral component of membrane;NA"
"9083","RMX50532.1","TRINITY_DN46875_c0_g1_i1",299,1.8e-167,599.4,97.66,NA,NA,NA,NA,NA,NA,"F:GO:0046983; C:GO:0005886; C:GO:0016021;NA","F:protein dimerization activity; C:plasma membrane; C:integral component of membrane;NA"
"9084","RMX50538.1","TRINITY_DN34368_c0_g1_i1",293,1.6e-160,577,97.95,NA,NA,NA,NA,NA,NA,"P:GO:0007186; F:GO:0004930; C:GO:0016021;NA","P:G protein-coupled receptor signaling pathway; F:G protein-coupled receptor activity; C:integral component of membrane;NA"
"9085","RMX50547.1","TRINITY_DN22153_c0_g1_i1",322,1.9e-180,642.9,98.76,NA,NA,NA,NA,NA,NA,"P:GO:0007186; F:GO:0004930; C:GO:0016021;NA","P:G protein-coupled receptor signaling pathway; F:G protein-coupled receptor activity; C:integral component of membrane;NA"
"9086","RMX50549.1","TRINITY_DN11330_c0_g2_i1",35,4.7e-06,62,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9087","RMX50549.1","TRINITY_DN11836_c1_g2_i1",79,2.2e-15,92.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9088","RMX50549.1","TRINITY_DN11967_c1_g1_i1",61,3.9e-11,78.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9089","RMX50549.1","TRINITY_DN12203_c0_g4_i2",63,3.9e-12,84,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9090","RMX50549.1","TRINITY_DN13403_c0_g3_i1",60,1.7e-09,74.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9091","RMX50549.1","TRINITY_DN13403_c0_g6_i1",49,1.1e-08,70.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9092","RMX50549.1","TRINITY_DN14405_c0_g2_i1",61,3.8e-11,79.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9093","RMX50549.1","TRINITY_DN16322_c0_g1_i1",60,5.5e-08,70.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9094","RMX50549.1","TRINITY_DN16506_c0_g1_i2",132,6.4e-07,65.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9095","RMX50549.1","TRINITY_DN16704_c0_g1_i4",45,1.7e-11,80.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9096","RMX50549.1","TRINITY_DN16747_c0_g1_i1",77,1.9e-08,70.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9097","RMX50549.1","TRINITY_DN16747_c0_g3_i1",55,3.6e-08,69.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9098","RMX50549.1","TRINITY_DN17198_c0_g1_i2",61,1.5e-07,67,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9099","RMX50549.1","TRINITY_DN18141_c1_g2_i1",87,8.5e-08,68.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9100","RMX50549.1","TRINITY_DN18292_c0_g3_i2",61,1.2e-07,69.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9101","RMX50549.1","TRINITY_DN18600_c0_g2_i1",64,2.8e-15,95.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9102","RMX50549.1","TRINITY_DN20842_c0_g1_i2",86,5.4e-09,73.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9103","RMX50549.1","TRINITY_DN24277_c0_g1_i1",87,4.1e-16,95.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9104","RMX50549.1","TRINITY_DN24447_c0_g2_i1",61,5.6e-10,75.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9105","RMX50549.1","TRINITY_DN26191_c0_g2_i1",64,3.4e-07,66.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9106","RMX50549.1","TRINITY_DN26432_c0_g1_i1",61,4.3e-13,86.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9107","RMX50549.1","TRINITY_DN27058_c0_g1_i1",61,6.5e-07,65.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9108","RMX50549.1","TRINITY_DN27148_c0_g1_i1",45,2e-07,67.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9109","RMX50549.1","TRINITY_DN29597_c0_g1_i1",47,2.3e-08,69.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9110","RMX50549.1","TRINITY_DN29597_c0_g2_i1",46,1.2e-07,67.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9111","RMX50549.1","TRINITY_DN31800_c0_g2_i1",61,6.1e-12,82.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9112","RMX50549.1","TRINITY_DN35955_c1_g1_i1",46,2.6e-10,76.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9113","RMX50549.1","TRINITY_DN39937_c0_g5_i1",56,1.7e-11,79.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9114","RMX50549.1","TRINITY_DN41607_c0_g1_i2",61,5.3e-14,89.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9115","RMX50549.1","TRINITY_DN69689_c0_g1_i1",61,1.4e-10,77.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9116","RMX50553.1","TRINITY_DN25654_c0_g1_i1",208,3.9e-113,419.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9117","RMX50563.1","TRINITY_DN24553_c0_g1_i1",363,1.1e-201,713.4,98.07,NA,NA,NA,NA,NA,NA,"P:GO:0007186; F:GO:0004930; C:GO:0016021;NA","P:G protein-coupled receptor signaling pathway; F:G protein-coupled receptor activity; C:integral component of membrane;NA"
"9118","RMX50569.1","TRINITY_DN55949_c0_g1_i1",344,2.7e-184,656,98.84,NA,NA,NA,NA,NA,NA,"P:GO:0007186; F:GO:0004930; C:GO:0016021;NA","P:G protein-coupled receptor signaling pathway; F:G protein-coupled receptor activity; C:integral component of membrane;NA"
"9119","RMX50589.1","TRINITY_DN19098_c0_g1_i1",154,2e-74,289.3,92.86,NA,NA,NA,NA,NA,NA,"P:GO:0009116; F:GO:0003824;NA","P:nucleoside metabolic process; F:catalytic activity;NA"
"9120","RMX50589.1","TRINITY_DN23083_c0_g1_i5",156,1.4e-70,276.6,85.9,NA,NA,NA,NA,NA,NA,"P:GO:0009116; F:GO:0003824;NA","P:nucleoside metabolic process; F:catalytic activity;NA"
"9121","RMX50589.1","TRINITY_DN31945_c0_g1_i6",175,2.5e-84,322.4,90.86,NA,NA,NA,NA,NA,NA,"P:GO:0009116; F:GO:0003824;NA","P:nucleoside metabolic process; F:catalytic activity;NA"
"9122","RMX50600.1","TRINITY_DN42173_c0_g1_i1",77,2e-26,129.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9123","RMX50611.1","TRINITY_DN15068_c0_g1_i1",373,8.1e-203,717.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9124","RMX50621.1","TRINITY_DN17453_c0_g1_i1",148,5.6e-77,299.3,100,NA,NA,NA,NA,NA,NA,"P:GO:0006412; F:GO:0003735; C:GO:0015934;NA","P:translation; F:structural constituent of ribosome; C:large ribosomal subunit;NA"
"9125","RMX50626.1","TRINITY_DN20818_c0_g1_i1",590,0,1167.1,97.63,NA,NA,NA,NA,NA,NA,"P:GO:0001822; C:GO:0016021;NA","P:kidney development; C:integral component of membrane;NA"
"9126","RMX50626.1","TRINITY_DN20818_c0_g2_i1",439,6.9e-245,857.1,96.13,NA,NA,NA,NA,NA,NA,"P:GO:0001822; C:GO:0016021;NA","P:kidney development; C:integral component of membrane;NA"
"9127","RMX50626.1","TRINITY_DN20818_c0_g3_i1",1739,0,3388.2,98.73,NA,NA,NA,NA,NA,NA,"P:GO:0001822; C:GO:0016021;NA","P:kidney development; C:integral component of membrane;NA"
"9128","RMX50626.1","TRINITY_DN41257_c0_g1_i1",131,1.7e-66,262.7,98.47,NA,NA,NA,NA,NA,NA,"P:GO:0001822; C:GO:0016021;NA","P:kidney development; C:integral component of membrane;NA"
"9129","RMX50626.1","TRINITY_DN44463_c0_g1_i1",247,3.5e-137,498.4,99.6,NA,NA,NA,NA,NA,NA,"P:GO:0001822; C:GO:0016021;NA","P:kidney development; C:integral component of membrane;NA"
"9130","RMX50626.1","TRINITY_DN44463_c0_g2_i1",139,4.1e-66,261.5,98.56,NA,NA,NA,NA,NA,NA,"P:GO:0001822; C:GO:0016021;NA","P:kidney development; C:integral component of membrane;NA"
"9131","RMX50626.1","TRINITY_DN68705_c0_g1_i1",261,1.9e-141,512.7,99.23,NA,NA,NA,NA,NA,NA,"P:GO:0001822; C:GO:0016021;NA","P:kidney development; C:integral component of membrane;NA"
"9132","RMX50639.1","TRINITY_DN64466_c0_g1_i1",171,5.5e-87,331.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9133","RMX50645.1","TRINITY_DN66205_c0_g1_i1",345,4.5e-191,679.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9134","RMX50647.1","TRINITY_DN12917_c0_g1_i7",210,3.5e-93,352.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9135","RMX50648.1","TRINITY_DN46558_c0_g1_i1",452,2.4e-210,743,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9136","RMX50649.1","TRINITY_DN12795_c0_g1_i2",485,3.5e-274,955.3,99.18,NA,NA,NA,NA,NA,NA,"F:GO:0003885; F:GO:0071949; C:GO:0016020;NA","F:D-arabinono-1,4-lactone oxidase activity; F:FAD binding; C:membrane;NA"
"9137","RMX50654.1","TRINITY_DN14846_c0_g1_i1",175,2.7e-42,182.6,58.29,NA,NA,NA,NA,NA,NA,"F:GO:0016757;NA","F:glycosyltransferase activity;NA"
"9138","RMX50654.1","TRINITY_DN17200_c0_g1_i1",95,2.4e-26,129.4,70.53,NA,NA,NA,NA,NA,NA,"F:GO:0016757;NA","F:glycosyltransferase activity;NA"
"9139","RMX50654.1","TRINITY_DN19150_c0_g3_i1",118,7.1e-36,161.8,79.66,NA,NA,NA,NA,NA,NA,"F:GO:0016757;NA","F:glycosyltransferase activity;NA"
"9140","RMX50654.1","TRINITY_DN27605_c0_g1_i1",126,9.8e-12,81.3,43.65,NA,NA,NA,NA,NA,NA,"F:GO:0016757;NA","F:glycosyltransferase activity;NA"
"9141","RMX50674.1","TRINITY_DN20694_c0_g4_i2",52,9.4e-11,78.2,69.23,NA,NA,NA,NA,NA,NA,"F:GO:0005509;NA","F:calcium ion binding;NA"
"9142","RMX50678.1","TRINITY_DN37239_c0_g1_i2",137,7.1e-50,208.8,78.83,NA,NA,NA,NA,NA,NA,"C:GO:0016021;NA","C:integral component of membrane;NA"
"9143","RMX50683.1","TRINITY_DN18623_c0_g1_i1",38,2e-07,67.4,78.95,NA,NA,NA,NA,NA,NA,"C:GO:0016021;NA","C:integral component of membrane;NA"
"9144","RMX50683.1","TRINITY_DN34040_c0_g2_i1",56,5.7e-16,95.5,85.71,NA,NA,NA,NA,NA,NA,"C:GO:0016021;NA","C:integral component of membrane;NA"
"9145","RMX50688.1","TRINITY_DN74137_c0_g1_i1",102,9e-28,134.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9146","RMX50702.1","TRINITY_DN66271_c0_g1_i1",55,2.4e-20,109.4,94.55,NA,NA,NA,NA,NA,NA,"F:GO:0003723;NA","F:RNA binding;NA"
"9147","RMX50704.1","TRINITY_DN60889_c0_g1_i1",618,0,1229.5,99.68,NA,NA,NA,NA,NA,NA,"P:GO:0006189; F:GO:0003937; F:GO:0004643;NA","P:'de novo' IMP biosynthetic process; F:IMP cyclohydrolase activity; F:phosphoribosylaminoimidazolecarboxamide formyltransferase activity;NA"
"9148","RMX50715.1","TRINITY_DN42543_c0_g1_i1",112,9e-48,200.3,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9149","RMX50720.1","TRINITY_DN55505_c0_g1_i1",402,3.9e-237,831.2,99.25,NA,NA,NA,NA,NA,NA,"F:GO:0008146; C:GO:0016021;NA","F:sulfotransferase activity; C:integral component of membrane;NA"
"9150","RMX50723.1","TRINITY_DN73237_c0_g1_i1",31,5.4e-08,68.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9151","RMX50725.1","TRINITY_DN17808_c0_g2_i1",41,1.2e-07,67.8,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9152","RMX50729.1","TRINITY_DN12466_c0_g1_i9",200,2e-92,351.7,98,NA,NA,NA,NA,NA,NA,"C:GO:0016021;NA","C:integral component of membrane;NA"
"9153","RMX50733.1","TRINITY_DN16017_c0_g1_i1",33,3.1e-08,70.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9154","RMX50736.1","TRINITY_DN28587_c0_g1_i1",109,1.5e-38,170.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9155","RMX50741.1","TRINITY_DN23234_c0_g1_i1",646,0,1187.6,92.72,NA,NA,NA,NA,NA,NA,"C:GO:0016021;NA","C:integral component of membrane;NA"
"9156","RMX50746.1","TRINITY_DN27911_c0_g1_i1",51,1.4e-11,80.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9157","RMX50748.1","TRINITY_DN20487_c0_g2_i1",415,1.7e-178,636.3,82.17,NA,NA,NA,NA,NA,NA,"P:GO:0018108; F:GO:0004714; F:GO:0005524; C:GO:0016021;NA","P:peptidyl-tyrosine phosphorylation; F:transmembrane receptor protein tyrosine kinase activity; F:ATP binding; C:integral component of membrane;NA"
"9158","RMX50750.1","TRINITY_DN29710_c0_g2_i1",213,8.7e-116,427.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9159","RMX50751.1","TRINITY_DN14841_c0_g1_i1",141,2.4e-69,273.1,97.16,NA,NA,NA,NA,NA,NA,"F:GO:0000166; F:GO:0003723;NA","F:nucleotide binding; F:RNA binding;NA"
"9160","RMX50755.1","TRINITY_DN27923_c0_g2_i1",210,3.3e-99,372.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9161","RMX50758.1","TRINITY_DN12921_c0_g1_i3",383,3.7e-217,766.5,99.48,NA,NA,NA,NA,NA,NA,"P:GO:0015986; F:GO:0005524; F:GO:0046933; F:GO:0046961; C:GO:0033180;NA","P:ATP synthesis coupled proton transport; F:ATP binding; F:proton-transporting ATP synthase activity, rotational mechanism; F:proton-transporting ATPase activity, rotational mechanism; C:proton-transporting V-type ATPase, V1 domain;NA"
"9162","RMX50774.1","TRINITY_DN12193_c0_g1_i3",403,2.9e-213,752.3,95.04,NA,NA,NA,NA,NA,NA,"P:GO:0090150; F:GO:0032977; C:GO:0016021;NA","P:establishment of protein localization to membrane; F:membrane insertase activity; C:integral component of membrane;NA"
"9163","RMX50781.1","TRINITY_DN55616_c0_g1_i1",234,9.3e-122,447.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9164","RMX50793.1","TRINITY_DN19810_c0_g2_i1",42,5.7e-07,64.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9165","RMX50793.1","TRINITY_DN19846_c0_g1_i1",39,1.1e-08,72.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9166","RMX50816.1","TRINITY_DN71236_c0_g1_i1",528,6.6e-302,1047.3,98.48,NA,NA,NA,NA,NA,NA,"P:GO:0035518; F:GO:0016740; F:GO:0046872; C:GO:0000151; C:GO:0005634;NA","P:histone H2A monoubiquitination; F:transferase activity; F:metal ion binding; C:ubiquitin ligase complex; C:nucleus;NA"
"9167","RMX50817.1","TRINITY_DN17355_c0_g2_i1",613,1.3e-208,737.3,71.78,NA,NA,NA,NA,NA,NA,"C:GO:0016020;NA","C:membrane;NA"
"9168","RMX50825.1","TRINITY_DN12595_c0_g1_i2",423,4.2e-234,822,98.35,NA,NA,NA,NA,NA,NA,"P:GO:0035335; F:GO:0004725; F:GO:0008138; F:GO:0016314;NA","P:peptidyl-tyrosine dephosphorylation; F:protein tyrosine phosphatase activity; F:protein tyrosine/serine/threonine phosphatase activity; F:phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase activity;NA"
"9169","RMX50833.1","TRINITY_DN41881_c0_g4_i1",1024,0,1908.6,98.34,NA,NA,NA,NA,NA,NA,"F:GO:0003677; F:GO:0004386; F:GO:0005524; F:GO:0008270;NA","F:DNA binding; F:helicase activity; F:ATP binding; F:zinc ion binding;NA"
"9170","RMX50835.1","TRINITY_DN12238_c0_g1_i1",146,7.2e-43,185.7,98.63,NA,NA,NA,NA,NA,NA,"P:GO:0000387; P:GO:0000395; F:GO:0003729; F:GO:0008270; F:GO:0030619; C:GO:0000243; C:GO:0005685; C:GO:0071004;NA","P:spliceosomal snRNP assembly; P:mRNA 5'-splice site recognition; F:mRNA binding; F:zinc ion binding; F:U1 snRNA binding; C:commitment complex; C:U1 snRNP; C:U2-type prespliceosome;NA"
"9171","RMX50848.1","TRINITY_DN15964_c0_g1_i4",935,0,1780.8,98.18,NA,NA,NA,NA,NA,NA,"F:GO:0005524;NA","F:ATP binding;NA"
"9172","RMX50882.1","TRINITY_DN16027_c0_g2_i1",62,1.5e-22,117.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9173","RMX50892.1","TRINITY_DN14010_c0_g1_i1",594,4.4e-285,991.1,90.4,NA,NA,NA,NA,NA,NA,"C:GO:0016021;NA","C:integral component of membrane;NA"
"9174","RMX50902.1","TRINITY_DN18749_c0_g2_i1",125,9e-62,247.3,95.2,NA,NA,NA,NA,NA,NA,"P:GO:0007186; F:GO:0004930; C:GO:0016021;NA","P:G protein-coupled receptor signaling pathway; F:G protein-coupled receptor activity; C:integral component of membrane;NA"
"9175","RMX50930.1","TRINITY_DN33453_c0_g1_i1",500,4.4e-267,931.4,96,NA,NA,NA,NA,NA,NA,"P:GO:0071805; F:GO:0005267; F:GO:0015276; C:GO:0016021;NA","P:potassium ion transmembrane transport; F:potassium channel activity; F:ligand-gated ion channel activity; C:integral component of membrane;NA"
"9176","RMX50932.1","TRINITY_DN29006_c0_g1_i1",872,0,1743.8,99.54,NA,NA,NA,NA,NA,NA,"C:GO:0016021;NA","C:integral component of membrane;NA"
"9177","RMX50932.1","TRINITY_DN29006_c0_g2_i2",134,1.1e-67,268.1,99.25,NA,NA,NA,NA,NA,NA,"C:GO:0016021;NA","C:integral component of membrane;NA"
"9178","RMX50935.1","TRINITY_DN18303_c0_g1_i2",93,1.1e-46,197.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9179","RMX50937.1","TRINITY_DN29608_c0_g1_i1",536,1e-291,1013.1,96.27,NA,NA,NA,NA,NA,NA,"P:GO:0007155; P:GO:0007411; C:GO:0005886; C:GO:0016021;NA","P:cell adhesion; P:axon guidance; C:plasma membrane; C:integral component of membrane;NA"
"9180","RMX50944.1","TRINITY_DN34623_c0_g1_i1",409,2.3e-217,766.1,94.38,NA,NA,NA,NA,NA,NA,"C:GO:0016021;NA","C:integral component of membrane;NA"
"9181","RMX50945.1","TRINITY_DN39181_c0_g1_i1",162,2.5e-55,226.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9182","RMX50956.1","TRINITY_DN12431_c0_g1_i5",314,2e-172,615.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9183","RMX50956.1","TRINITY_DN14994_c1_g1_i1",138,1.6e-70,276.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9184","RMX50960.1","TRINITY_DN16054_c0_g1_i5",194,6.3e-76,295.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9185","RMX50961.1","TRINITY_DN25434_c0_g2_i2",49,1.8e-08,71.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9186","RMX50970.1","TRINITY_DN22720_c0_g1_i1",120,5.9e-56,227.6,95,NA,NA,NA,NA,NA,NA,"F:GO:0004497; F:GO:0005506; F:GO:0016705; F:GO:0020037; C:GO:0016021;NA","F:monooxygenase activity; F:iron ion binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:heme binding; C:integral component of membrane;NA"
"9187","RMX50973.1","TRINITY_DN21905_c0_g2_i1",196,6.8e-107,397.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9188","RMX50973.1","TRINITY_DN52593_c0_g1_i1",187,3.4e-107,398.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9189","RMX50975.1","TRINITY_DN13229_c0_g1_i1",141,5.5e-58,235.3,88.65,NA,NA,NA,NA,NA,NA,"C:GO:0016021;NA","C:integral component of membrane;NA"
"9190","RMX50975.1","TRINITY_DN26198_c0_g1_i1",221,4.2e-41,179.1,92.76,NA,NA,NA,NA,NA,NA,"C:GO:0016021;NA","C:integral component of membrane;NA"
"9191","RMX50975.1","TRINITY_DN29679_c0_g1_i1",145,7.4e-58,234.2,79.31,NA,NA,NA,NA,NA,NA,"C:GO:0016021;NA","C:integral component of membrane;NA"
"9192","RMX50978.1","TRINITY_DN12066_c0_g1_i1",111,4.4e-40,174.9,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9193","RMX50982.1","TRINITY_DN30583_c0_g1_i1",202,5.5e-102,381.3,98.02,NA,NA,NA,NA,NA,NA,"P:GO:0007186; F:GO:0004930; C:GO:0016021;NA","P:G protein-coupled receptor signaling pathway; F:G protein-coupled receptor activity; C:integral component of membrane;NA"
"9194","RMX51000.1","TRINITY_DN20586_c0_g2_i1",86,1.8e-36,164.5,100,NA,NA,NA,NA,NA,NA,"C:GO:0016021;NA","C:integral component of membrane;NA"
"9195","RMX51000.1","TRINITY_DN37395_c0_g3_i1",340,1.8e-184,656,98.24,NA,NA,NA,NA,NA,NA,"C:GO:0016021;NA","C:integral component of membrane;NA"
"9196","RMX51015.1","TRINITY_DN12696_c0_g1_i1",141,1.5e-68,271.2,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9197","RMX51026.1","TRINITY_DN66689_c0_g1_i1",231,3.3e-48,203,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9198","RMX51031.1","TRINITY_DN38350_c0_g1_i4",55,3.5e-08,70.1,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9199","RMX51032.1","TRINITY_DN14104_c0_g1_i1",68,1e-12,84.7,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9200","RMX51039.1","TRINITY_DN13639_c0_g1_i6",333,7.6e-184,654.8,96.7,NA,NA,NA,NA,NA,NA,"C:GO:0016021;NA","C:integral component of membrane;NA"
"9201","RMX51040.1","TRINITY_DN12192_c0_g1_i1",312,3.3e-174,622.5,94.23,NA,NA,NA,NA,NA,NA,"P:GO:0006508; F:GO:0008234;NA","P:proteolysis; F:cysteine-type peptidase activity;NA"
"9202","RMX51045.1","TRINITY_DN23009_c0_g1_i1",174,4.5e-78,302.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9203","RMX51049.1","TRINITY_DN17652_c0_g1_i1",223,3e-103,385.6,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9204","RMX51057.1","TRINITY_DN68423_c0_g1_i1",144,4.6e-78,302.4,96.53,NA,NA,NA,NA,NA,NA,"F:GO:0030246;NA","F:carbohydrate binding;NA"
"9205","RMX51060.1","TRINITY_DN62523_c0_g1_i1",255,8.4e-114,421.8,93.33,NA,NA,NA,NA,NA,NA,"F:GO:0030246;NA","F:carbohydrate binding;NA"
"9206","RMX51064.1","TRINITY_DN16502_c0_g1_i1",151,2.9e-84,322.4,95.36,NA,NA,NA,NA,NA,NA,"P:GO:0006644; P:GO:0050482; F:GO:0004623;NA","P:phospholipid metabolic process; P:arachidonic acid secretion; F:phospholipase A2 activity;NA"
"9207","RMX51074.1","TRINITY_DN69423_c0_g1_i1",262,6.2e-140,507.7,98.85,NA,NA,NA,NA,NA,NA,"C:GO:0016021;NA","C:integral component of membrane;NA"
"9208","RMX51083.1","TRINITY_DN25459_c0_g1_i3",113,3.8e-26,129.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9209","RMX51104.1","TRINITY_DN56331_c0_g1_i1",154,3.8e-73,285.8,98.7,NA,NA,NA,NA,NA,NA,"P:GO:0007186; F:GO:0004930; C:GO:0016021;NA","P:G protein-coupled receptor signaling pathway; F:G protein-coupled receptor activity; C:integral component of membrane;NA"
"9210","RMX51124.1","TRINITY_DN11868_c0_g1_i2",59,2.1e-23,121.7,96.61,NA,NA,NA,NA,NA,NA,"C:GO:0005576; C:GO:0005737; C:GO:0005856;NA","C:extracellular region; C:cytoplasm; C:cytoskeleton;NA"
"9211","RMX51125.1","TRINITY_DN20954_c0_g4_i1",41,1.1e-12,85.1,87.8,NA,NA,NA,NA,NA,NA,"F:GO:0008270;NA","F:zinc ion binding;NA"
"9212","RMX51141.1","TRINITY_DN26132_c0_g2_i1",112,4.4e-15,92,49.11,NA,NA,NA,NA,NA,NA,"F:GO:0008146; C:GO:0016020; C:GO:0016021;NA","F:sulfotransferase activity; C:membrane; C:integral component of membrane;NA"
"9213","RMX51146.1","TRINITY_DN11304_c0_g1_i1",1099,0,2080.4,99.82,NA,NA,NA,NA,NA,NA,"P:GO:0006811; P:GO:0055085; F:GO:0022857; C:GO:0016021;NA","P:ion transport; P:transmembrane transport; F:transmembrane transporter activity; C:integral component of membrane;NA"
"9214","RMX51151.1","TRINITY_DN41776_c0_g1_i1",51,6.5e-16,94.4,86.27,NA,NA,NA,NA,NA,NA,"P:GO:0071205; C:GO:0016021;NA","P:protein localization to juxtaparanode region of axon; C:integral component of membrane;NA"
"9215","RMX51152.1","TRINITY_DN27719_c0_g1_i1",249,1.1e-51,214.5,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"9216","RMX51154.1","TRINITY_DN17224_c0_g1_i2",503,1.1e-280,976.9,99.8,NA,NA,NA,NA,NA,NA,"P:GO:0090150; F:GO:0032977; C:GO:0016021;NA","P:establishment of protein localization to membrane; F:membrane insertase activity; C:integral component of membrane;NA"
"9217","RMX51175.1","TRINITY_DN53926_c0_g1_i1",114,4.3e-61,245.4,NA,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
