"","seqid","source","type","start","end","score","strand","phase","gene_id","length"
"11208","Pver_Sc0000266_size372066",".","gene",80318,81837,".","+",".","Pver_g11229",1519
"11209","Pver_Sc0000266_size372066","AUGUSTUS","gene",109609,121888,".","-",".","Pver_g11230",12279
"11210","Pver_Sc0000266_size372066",".","gene",130462,135402,".","+",".","Pver_g11231",4940
"11211","Pver_Sc0000266_size372066",".","gene",145225,150752,".","-",".","Pver_g11232",5527
"11212","Pver_Sc0000266_size372066",".","gene",150826,165714,".","+",".","Pver_g11233",14888
"11213","Pver_Sc0000266_size372066",".","gene",166774,177349,".","-",".","Pver_g11234",10575
"11214","Pver_Sc0000266_size372066",".","gene",178176,179730,".","+",".","Pver_g11235",1554
"11215","Pver_Sc0000266_size372066",".","gene",178546,185526,".","-",".","Pver_g11236",6980
"11216","Pver_Sc0000266_size372066","AUGUSTUS","gene",188815,194428,".","-",".","Pver_g11237",5613
"11217","Pver_Sc0000266_size372066","AUGUSTUS","gene",204227,213888,".","-",".","Pver_g11238",9661
"11218","Pver_Sc0000266_size372066","AUGUSTUS","gene",215492,222438,".","-",".","Pver_g11239",6946
"11219","Pver_Sc0000266_size372066",".","gene",258933,281548,".","-",".","Pver_g11240",22615
"11220","Pver_Sc0000266_size372066","AUGUSTUS","gene",287219,297418,".","-",".","Pver_g11241",10199
"11221","Pver_Sc0000266_size372066","AUGUSTUS","gene",306256,313034,".","+",".","Pver_g11242",6778
"11222","Pver_Sc0000266_size372066","AUGUSTUS","gene",325814,327678,".","-",".","Pver_g11243",1864
"11223","Pver_Sc0000266_size372066","AUGUSTUS","gene",333553,342158,".","-",".","Pver_g11244",8605
"11224","Pver_Sc0000266_size372066","AUGUSTUS","gene",349116,352032,".","+",".","Pver_g11245",2916
"11225","Pver_Sc0000266_size372066","AUGUSTUS","gene",367326,369529,".","+",".","Pver_g11246",2203
"11226","Pver_Sc0000266_size372066","AUGUSTUS","gene",370586,372066,".","+",".","Pver_g11247",1480
"11227","Pver_Sc0000267_size370835","AUGUSTUS","gene",1643,9780,".","+",".","Pver_g11248",8137
"11228","Pver_Sc0000267_size370835","AUGUSTUS","gene",27836,33866,".","+",".","Pver_g11249",6030
"11229","Pver_Sc0000267_size370835",".","gene",59863,66424,".","-",".","Pver_g11250",6561
"11230","Pver_Sc0000267_size370835",".","gene",70572,87058,".","-",".","Pver_g11251",16486
"11231","Pver_Sc0000267_size370835",".","gene",99640,112708,".","-",".","Pver_g11252",13068
"11232","Pver_Sc0000267_size370835","AUGUSTUS","gene",121186,122275,".","+",".","Pver_g11253",1089
"11233","Pver_Sc0000267_size370835","AUGUSTUS","gene",126304,131588,".","-",".","Pver_g11254",5284
"11234","Pver_Sc0000267_size370835","AUGUSTUS","gene",132136,132881,".","+",".","Pver_g11255",745
"11235","Pver_Sc0000267_size370835","AUGUSTUS","gene",146284,154058,".","-",".","Pver_g11256",7774
"11236","Pver_Sc0000267_size370835","AUGUSTUS","gene",173956,193831,".","+",".","Pver_g11257",19875
"11237","Pver_Sc0000267_size370835",".","gene",223969,229298,".","-",".","Pver_g11258",5329
"11238","Pver_Sc0000267_size370835","AUGUSTUS","gene",229716,231547,".","+",".","Pver_g11259",1831
"11239","Pver_Sc0000267_size370835","AUGUSTUS","gene",231878,252078,".","-",".","Pver_g11260",20200
"11240","Pver_Sc0000267_size370835",".","gene",282436,287103,".","+",".","Pver_g11261",4667
"11241","Pver_Sc0000267_size370835",".","gene",302086,311005,".","+",".","Pver_g11262",8919
"11242","Pver_Sc0000267_size370835","AUGUSTUS","gene",313376,319102,".","+",".","Pver_g11263",5726
"11243","Pver_Sc0000267_size370835",".","gene",323537,330349,".","+",".","Pver_g11264",6812
"11244","Pver_Sc0000267_size370835","AUGUSTUS","gene",330839,345248,".","-",".","Pver_g11265",14409
"11245","Pver_Sc0000267_size370835",".","gene",345301,353361,".","+",".","Pver_g11266",8060
"11246","Pver_Sc0000267_size370835","AUGUSTUS","gene",353359,366028,".","-",".","Pver_g11267",12669
"11247","Pver_Sc0000268_size353808",".","gene",1,7316,".","-",".","Pver_g11268",7315
"11248","Pver_Sc0000268_size353808","AUGUSTUS","gene",9066,13857,".","+",".","Pver_g11269",4791
"11249","Pver_Sc0000268_size353808","AUGUSTUS","gene",37937,40468,".","-",".","Pver_g11270",2531
"11250","Pver_Sc0000268_size353808","AUGUSTUS","gene",57505,62578,".","-",".","Pver_g11271",5073
"11251","Pver_Sc0000268_size353808","AUGUSTUS","gene",72646,79918,".","-",".","Pver_g11272",7272
"11252","Pver_Sc0000268_size353808",".","gene",121186,128778,".","+",".","Pver_g11273",7592
"11253","Pver_Sc0000268_size353808",".","gene",129296,145535,".","-",".","Pver_g11274",16239
"11254","Pver_Sc0000268_size353808","AUGUSTUS","gene",147257,156758,".","-",".","Pver_g11275",9501
"11255","Pver_Sc0000268_size353808",".","gene",156936,160798,".","+",".","Pver_g11276",3862
"11256","Pver_Sc0000268_size353808","AUGUSTUS","gene",161610,176688,".","-",".","Pver_g11277",15078
"11257","Pver_Sc0000268_size353808",".","gene",177764,187768,".","-",".","Pver_g11278",10004
"11258","Pver_Sc0000268_size353808","AUGUSTUS","gene",196986,212871,".","+",".","Pver_g11279",15885
"11259","Pver_Sc0000268_size353808","AUGUSTUS","gene",216866,220238,".","-",".","Pver_g11280",3372
"11260","Pver_Sc0000268_size353808",".","gene",221970,243168,".","-",".","Pver_g11281",21198
"11261","Pver_Sc0000268_size353808",".","gene",243474,250077,".","+",".","Pver_g11282",6603
"11262","Pver_Sc0000268_size353808","AUGUSTUS","gene",277977,279218,".","-",".","Pver_g11283",1241
"11263","Pver_Sc0000268_size353808",".","gene",279796,298169,".","+",".","Pver_g11284",18373
"11264","Pver_Sc0000268_size353808",".","gene",300226,317945,".","+",".","Pver_g11285",17719
"11265","Pver_Sc0000268_size353808",".","gene",319433,325338,".","-",".","Pver_g11286",5905
"11266","Pver_Sc0000268_size353808","AUGUSTUS","gene",347179,349128,".","-",".","Pver_g11287",1949
"11267","Pver_Sc0000269_size367811","AUGUSTUS","gene",15426,20619,".","+",".","Pver_g11288",5193
"11268","Pver_Sc0000269_size367811","AUGUSTUS","gene",41894,46288,".","-",".","Pver_g11289",4394
"11269","Pver_Sc0000269_size367811","AUGUSTUS","gene",49569,51038,".","-",".","Pver_g11290",1469
"11270","Pver_Sc0000269_size367811","AUGUSTUS","gene",51136,77931,".","+",".","Pver_g11291",26795
"11271","Pver_Sc0000269_size367811","AUGUSTUS","gene",77947,80278,".","-",".","Pver_g11292",2331
"11272","Pver_Sc0000269_size367811",".","gene",84119,89327,".","+",".","Pver_g11293",5208
"11273","Pver_Sc0000269_size367811",".","gene",89743,102488,".","-",".","Pver_g11294",12745
"11274","Pver_Sc0000269_size367811",".","gene",110427,111330,".","-",".","Pver_g11295",903
"11275","Pver_Sc0000269_size367811",".","gene",113526,114152,".","+",".","Pver_g11296",626
"11276","Pver_Sc0000269_size367811","AUGUSTUS","gene",114451,117128,".","-",".","Pver_g11297",2677
"11277","Pver_Sc0000269_size367811","AUGUSTUS","gene",120346,130245,".","+",".","Pver_g11298",9899
"11278","Pver_Sc0000269_size367811",".","gene",143699,145658,".","-",".","Pver_g11299",1959
"11279","Pver_Sc0000269_size367811",".","gene",161756,174377,".","+",".","Pver_g11300",12621
"11280","Pver_Sc0000269_size367811",".","gene",174450,186418,".","-",".","Pver_g11301",11968
"11281","Pver_Sc0000269_size367811",".","gene",188546,223906,".","+",".","Pver_g11302",35360
"11282","Pver_Sc0000269_size367811",".","gene",225332,230118,".","-",".","Pver_g11303",4786
"11283","Pver_Sc0000269_size367811",".","gene",233609,249748,".","-",".","Pver_g11304",16139
"11284","Pver_Sc0000269_size367811","AUGUSTUS","gene",253336,259537,".","+",".","Pver_g11305",6201
"11285","Pver_Sc0000269_size367811","AUGUSTUS","gene",277097,286268,".","-",".","Pver_g11306",9171
"11286","Pver_Sc0000269_size367811","AUGUSTUS","gene",313707,316218,".","-",".","Pver_g11307",2511
"11287","Pver_Sc0000269_size367811",".","gene",337263,367148,".","-",".","Pver_g11308",29885
"11288","Pver_Sc0000270_size352658","AUGUSTUS","gene",1216,17968,".","-",".","Pver_g11309",16752
"11289","Pver_Sc0000270_size352658","AUGUSTUS","gene",19451,22148,".","-",".","Pver_g11310",2697
"11290","Pver_Sc0000270_size352658","AUGUSTUS","gene",29532,39438,".","-",".","Pver_g11311",9906
"11291","Pver_Sc0000270_size352658","AUGUSTUS","gene",40616,43381,".","+",".","Pver_g11312",2765
"11292","Pver_Sc0000270_size352658",".","gene",45356,52708,".","-",".","Pver_g11313",7352
"11293","Pver_Sc0000270_size352658","AUGUSTUS","gene",62756,77628,".","-",".","Pver_g11314",14872
"11294","Pver_Sc0000270_size352658","AUGUSTUS","gene",84342,89168,".","-",".","Pver_g11315",4826
"11295","Pver_Sc0000270_size352658","AUGUSTUS","gene",104241,107438,".","-",".","Pver_g11316",3197
"11296","Pver_Sc0000270_size352658","AUGUSTUS","gene",140936,145490,".","+",".","Pver_g11317",4554
"11297","Pver_Sc0000270_size352658",".","gene",207093,213181,".","+",".","Pver_g11318",6088
"11298","Pver_Sc0000270_size352658",".","gene",213372,228018,".","-",".","Pver_g11319",14646
"11299","Pver_Sc0000270_size352658",".","gene",230522,233778,".","-",".","Pver_g11320",3256
"11300","Pver_Sc0000270_size352658","AUGUSTUS","gene",237896,245827,".","+",".","Pver_g11321",7931
"11301","Pver_Sc0000270_size352658","AUGUSTUS","gene",245832,267958,".","-",".","Pver_g11322",22126
"11302","Pver_Sc0000270_size352658","AUGUSTUS","gene",271916,282215,".","+",".","Pver_g11323",10299
"11303","Pver_Sc0000270_size352658",".","gene",282648,290588,".","-",".","Pver_g11324",7940
"11304","Pver_Sc0000270_size352658",".","gene",291561,299658,".","-",".","Pver_g11325",8097
"11305","Pver_Sc0000270_size352658",".","gene",302024,317948,".","-",".","Pver_g11326",15924
"11306","Pver_Sc0000270_size352658","AUGUSTUS","gene",308246,311581,".","+",".","Pver_g11327",3335
"11307","Pver_Sc0000270_size352658","AUGUSTUS","gene",319116,345888,".","-",".","Pver_g11328",26772
"11308","Pver_Sc0000271_size367530","AUGUSTUS","gene",16136,21160,".","+",".","Pver_g11329",5024
"11309","Pver_Sc0000271_size367530","AUGUSTUS","gene",40816,58859,".","+",".","Pver_g11330",18043
"11310","Pver_Sc0000271_size367530",".","gene",128701,134348,".","-",".","Pver_g11331",5647
"11311","Pver_Sc0000271_size367530",".","gene",139436,142852,".","+",".","Pver_g11332",3416
"11312","Pver_Sc0000271_size367530",".","gene",153076,173509,".","+",".","Pver_g11333",20433
"11313","Pver_Sc0000271_size367530",".","gene",176796,180516,".","+",".","Pver_g11334",3720
"11314","Pver_Sc0000271_size367530",".","gene",182866,192045,".","+",".","Pver_g11335",9179
"11315","Pver_Sc0000271_size367530","AUGUSTUS","gene",192289,203478,".","-",".","Pver_g11336",11189
"11316","Pver_Sc0000271_size367530","AUGUSTUS","gene",210985,217968,".","-",".","Pver_g11337",6983
"11317","Pver_Sc0000271_size367530",".","gene",219824,223129,".","-",".","Pver_g11338",3305
"11318","Pver_Sc0000271_size367530","AUGUSTUS","gene",228649,231698,".","-",".","Pver_g11339",3049
"11319","Pver_Sc0000271_size367530","AUGUSTUS","gene",234546,243460,".","+",".","Pver_g11340",8914
"11320","Pver_Sc0000271_size367530",".","gene",251458,253388,".","-",".","Pver_g11341",1930
"11321","Pver_Sc0000271_size367530",".","gene",255798,272502,".","-",".","Pver_g11342",16704
"11322","Pver_Sc0000271_size367530",".","gene",272766,286374,".","+",".","Pver_g11343",13608
"11323","Pver_Sc0000271_size367530",".","gene",337873,354018,".","-",".","Pver_g11344",16145
"11324","Pver_Sc0000271_size367530",".","gene",354634,366848,".","-",".","Pver_g11345",12214
"11325","Pver_Sc0000272_size367229","AUGUSTUS","gene",1,3928,".","-",".","Pver_g11346",3927
"11326","Pver_Sc0000272_size367229","AUGUSTUS","gene",15202,17848,".","-",".","Pver_g11347",2646
"11327","Pver_Sc0000272_size367229",".","gene",29936,48460,".","+",".","Pver_g11348",18524
"11328","Pver_Sc0000272_size367229",".","gene",49569,51632,".","-",".","Pver_g11349",2063
"11329","Pver_Sc0000272_size367229","AUGUSTUS","gene",52650,73738,".","-",".","Pver_g11350",21088
"11330","Pver_Sc0000272_size367229","AUGUSTUS","gene",74006,77383,".","+",".","Pver_g11351",3377
"11331","Pver_Sc0000272_size367229","AUGUSTUS","gene",97353,102368,".","-",".","Pver_g11352",5015
"11332","Pver_Sc0000272_size367229","AUGUSTUS","gene",107176,113127,".","+",".","Pver_g11353",5951
"11333","Pver_Sc0000272_size367229","AUGUSTUS","gene",114486,118134,".","+",".","Pver_g11354",3648
"11334","Pver_Sc0000272_size367229","AUGUSTUS","gene",118956,123450,".","+",".","Pver_g11355",4494
"11335","Pver_Sc0000272_size367229","AUGUSTUS","gene",129097,130888,".","-",".","Pver_g11356",1791
"11336","Pver_Sc0000272_size367229","AUGUSTUS","gene",137171,141278,".","-",".","Pver_g11357",4107
"11337","Pver_Sc0000272_size367229",".","gene",146190,155988,".","-",".","Pver_g11358",9798
"11338","Pver_Sc0000272_size367229","AUGUSTUS","gene",193496,220389,".","+",".","Pver_g11359",26893
"11339","Pver_Sc0000272_size367229","AUGUSTUS","gene",252076,262680,".","+",".","Pver_g11360",10604
"11340","Pver_Sc0000272_size367229",".","gene",264113,271338,".","-",".","Pver_g11361",7225
"11341","Pver_Sc0000272_size367229","AUGUSTUS","gene",282476,300118,".","+",".","Pver_g11362",17642
"11342","Pver_Sc0000272_size367229","AUGUSTUS","gene",323151,326988,".","-",".","Pver_g11363",3837
"11343","Pver_Sc0000272_size367229","AUGUSTUS","gene",343996,348255,".","+",".","Pver_g11364",4259
"11344","Pver_Sc0000272_size367229","AUGUSTUS","gene",351046,357443,".","+",".","Pver_g11365",6397
"11345","Pver_Sc0000272_size367229","AUGUSTUS","gene",358750,360318,".","-",".","Pver_g11366",1568
"11346","Pver_Sc0000273_size339502","AUGUSTUS","gene",15276,28181,".","+",".","Pver_g11367",12905
"11347","Pver_Sc0000273_size339502","AUGUSTUS","gene",37844,52158,".","-",".","Pver_g11368",14314
"11348","Pver_Sc0000273_size339502","AUGUSTUS","gene",73386,93121,".","+",".","Pver_g11369",19735
"11349","Pver_Sc0000273_size339502","AUGUSTUS","gene",114666,120149,".","+",".","Pver_g11370",5483
"11350","Pver_Sc0000273_size339502","AUGUSTUS","gene",121159,122768,".","-",".","Pver_g11371",1609
"11351","Pver_Sc0000273_size339502","AUGUSTUS","gene",177486,183765,".","+",".","Pver_g11372",6279
"11352","Pver_Sc0000273_size339502","AUGUSTUS","gene",187026,189412,".","+",".","Pver_g11373",2386
"11353","Pver_Sc0000273_size339502",".","gene",189959,199629,".","-",".","Pver_g11374",9670
"11354","Pver_Sc0000273_size339502","AUGUSTUS","gene",201501,213938,".","-",".","Pver_g11375",12437
"11355","Pver_Sc0000273_size339502",".","gene",214066,218930,".","+",".","Pver_g11376",4864
"11356","Pver_Sc0000273_size339502",".","gene",219406,224748,".","-",".","Pver_g11377",5342
"11357","Pver_Sc0000273_size339502",".","gene",224797,228544,".","+",".","Pver_g11378",3747
"11358","Pver_Sc0000273_size339502",".","gene",228636,230706,".","-",".","Pver_g11379",2070
"11359","Pver_Sc0000273_size339502",".","gene",232939,235323,".","+",".","Pver_g11380",2384
"11360","Pver_Sc0000273_size339502","AUGUSTUS","gene",238888,240018,".","-",".","Pver_g11381",1130
"11361","Pver_Sc0000273_size339502","AUGUSTUS","gene",251046,252878,".","-",".","Pver_g11382",1832
"11362","Pver_Sc0000273_size339502",".","gene",255389,262508,".","-",".","Pver_g11383",7119
"11363","Pver_Sc0000273_size339502",".","gene",267098,272000,".","+",".","Pver_g11384",4902
"11364","Pver_Sc0000273_size339502",".","gene",299746,309534,".","+",".","Pver_g11385",9788
"11365","Pver_Sc0000273_size339502","AUGUSTUS","gene",312203,314148,".","-",".","Pver_g11386",1945
"11366","Pver_Sc0000273_size339502",".","gene",327241,333498,".","-",".","Pver_g11387",6257
"11367","Pver_Sc0000274_size366647","AUGUSTUS","gene",4816,23846,".","+",".","Pver_g11388",19030
"11368","Pver_Sc0000274_size366647","AUGUSTUS","gene",23959,65278,".","-",".","Pver_g11389",41319
"11369","Pver_Sc0000274_size366647",".","gene",80954,81730,".","+",".","Pver_g11390",776
"11370","Pver_Sc0000274_size366647",".","gene",94416,97998,".","-",".","Pver_g11391",3582
"11371","Pver_Sc0000274_size366647",".","gene",98065,102205,".","+",".","Pver_g11392",4140
"11372","Pver_Sc0000274_size366647","AUGUSTUS","gene",113886,133775,".","+",".","Pver_g11393",19889
"11373","Pver_Sc0000274_size366647",".","gene",135075,137610,".","-",".","Pver_g11394",2535
"11374","Pver_Sc0000274_size366647",".","gene",139410,184546,".","+",".","Pver_g11395",45136
"11375","Pver_Sc0000274_size366647",".","gene",185319,204806,".","-",".","Pver_g11396",19487
"11376","Pver_Sc0000274_size366647",".","gene",204942,215777,".","+",".","Pver_g11397",10835
"11377","Pver_Sc0000274_size366647",".","gene",216649,221258,".","-",".","Pver_g11398",4609
"11378","Pver_Sc0000274_size366647",".","gene",221579,234620,".","+",".","Pver_g11399",13041
"11379","Pver_Sc0000274_size366647",".","gene",241328,247248,".","-",".","Pver_g11400",5920
"11380","Pver_Sc0000274_size366647",".","gene",248456,252899,".","-",".","Pver_g11401",4443
"11381","Pver_Sc0000274_size366647",".","gene",253275,259251,".","-",".","Pver_g11402",5976
"11382","Pver_Sc0000274_size366647","AUGUSTUS","gene",274106,290331,".","+",".","Pver_g11403",16225
"11383","Pver_Sc0000274_size366647",".","gene",296984,301458,".","-",".","Pver_g11404",4474
"11384","Pver_Sc0000274_size366647","AUGUSTUS","gene",327876,330484,".","+",".","Pver_g11405",2608
"11385","Pver_Sc0000274_size366647","AUGUSTUS","gene",337462,350778,".","-",".","Pver_g11406",13316
"11386","Pver_Sc0000274_size366647","AUGUSTUS","gene",353056,354388,".","+",".","Pver_g11407",1332
"11387","Pver_Sc0000275_size366555",".","gene",18956,50267,".","+",".","Pver_g11408",31311
"11388","Pver_Sc0000275_size366555",".","gene",53656,63656,".","+",".","Pver_g11409",10000
"11389","Pver_Sc0000275_size366555","AUGUSTUS","gene",66083,69608,".","-",".","Pver_g11410",3525
"11390","Pver_Sc0000275_size366555","AUGUSTUS","gene",69676,78218,".","-",".","Pver_g11411",8542
"11391","Pver_Sc0000275_size366555","AUGUSTUS","gene",80326,81612,".","+",".","Pver_g11412",1286
"11392","Pver_Sc0000275_size366555","AUGUSTUS","gene",83953,90998,".","-",".","Pver_g11413",7045
"11393","Pver_Sc0000275_size366555","AUGUSTUS","gene",105256,112747,".","+",".","Pver_g11414",7491
"11394","Pver_Sc0000275_size366555","AUGUSTUS","gene",119956,125957,".","+",".","Pver_g11415",6001
"11395","Pver_Sc0000275_size366555","AUGUSTUS","gene",128627,130318,".","-",".","Pver_g11416",1691
"11396","Pver_Sc0000275_size366555",".","gene",130789,142631,".","+",".","Pver_g11417",11842
"11397","Pver_Sc0000275_size366555","AUGUSTUS","gene",145726,146810,".","+",".","Pver_g11418",1084
"11398","Pver_Sc0000275_size366555",".","gene",146866,150276,".","+",".","Pver_g11419",3410
"11399","Pver_Sc0000275_size366555","AUGUSTUS","gene",155084,161418,".","-",".","Pver_g11420",6334
"11400","Pver_Sc0000275_size366555",".","gene",169446,184078,".","+",".","Pver_g11421",14632
"11401","Pver_Sc0000275_size366555","AUGUSTUS","gene",191126,194199,".","+",".","Pver_g11422",3073
"11402","Pver_Sc0000275_size366555",".","gene",199336,201513,".","+",".","Pver_g11423",2177
